,county,year,race,value
2016,Tangipahoa Parish,2000,Native Hawaiian and Other Pacific Islander alone,26
2017,Tangipahoa Parish,2001,Native Hawaiian and Other Pacific Islander alone,32
2018,Tangipahoa Parish,2002,Native Hawaiian and Other Pacific Islander alone,40
2019,Tangipahoa Parish,2003,Native Hawaiian and Other Pacific Islander alone,44
2020,Tangipahoa Parish,2004,Native Hawaiian and Other Pacific Islander alone,62
2021,Tangipahoa Parish,2005,Native Hawaiian and Other Pacific Islander alone,102
2022,Tangipahoa Parish,2006,Native Hawaiian and Other Pacific Islander alone,106
2023,Tangipahoa Parish,2007,Native Hawaiian and Other Pacific Islander alone,118
2024,Tangipahoa Parish,2008,Native Hawaiian and Other Pacific Islander alone,124
2025,Tangipahoa Parish,2009,Native Hawaiian and Other Pacific Islander alone,122
2026,Tangipahoa Parish,2010,Native Hawaiian and Other Pacific Islander alone,126
2027,Tangipahoa Parish,2011,Native Hawaiian and Other Pacific Islander alone,122
2028,Tangipahoa Parish,2012,Native Hawaiian and Other Pacific Islander alone,136
2029,Tangipahoa Parish,2013,Native Hawaiian and Other Pacific Islander alone,142
2030,Tangipahoa Parish,2014,Native Hawaiian and Other Pacific Islander alone,130
2031,Tangipahoa Parish,2015,Native Hawaiian and Other Pacific Islander alone,136
2032,Tangipahoa Parish,2016,Native Hawaiian and Other Pacific Islander alone,140
2033,Tangipahoa Parish,2017,Native Hawaiian and Other Pacific Islander alone,144
2034,Tangipahoa Parish,2018,Native Hawaiian and Other Pacific Islander alone,150
2035,Tangipahoa Parish,2019,Native Hawaiian and Other Pacific Islander alone,148
2036,Tangipahoa Parish,2020,Native Hawaiian and Other Pacific Islander alone,168
2037,Washington Parish,2000,Native Hawaiian and Other Pacific Islander alone,2
2038,Washington Parish,2001,Native Hawaiian and Other Pacific Islander alone,4
2039,Washington Parish,2002,Native Hawaiian and Other Pacific Islander alone,2
2040,Washington Parish,2003,Native Hawaiian and Other Pacific Islander alone,6
2041,Washington Parish,2004,Native Hawaiian and Other Pacific Islander alone,8
2042,Washington Parish,2005,Native Hawaiian and Other Pacific Islander alone,4
2043,Washington Parish,2006,Native Hawaiian and Other Pacific Islander alone,6
2044,Washington Parish,2007,Native Hawaiian and Other Pacific Islander alone,8
2045,Washington Parish,2008,Native Hawaiian and Other Pacific Islander alone,10
2046,Washington Parish,2009,Native Hawaiian and Other Pacific Islander alone,12
2047,Washington Parish,2010,Native Hawaiian and Other Pacific Islander alone,10
2048,Washington Parish,2011,Native Hawaiian and Other Pacific Islander alone,10
2049,Washington Parish,2012,Native Hawaiian and Other Pacific Islander alone,10
2050,Washington Parish,2013,Native Hawaiian and Other Pacific Islander alone,16
2051,Washington Parish,2014,Native Hawaiian and Other Pacific Islander alone,12
2052,Washington Parish,2015,Native Hawaiian and Other Pacific Islander alone,14
2053,Washington Parish,2016,Native Hawaiian and Other Pacific Islander alone,16
2054,Washington Parish,2017,Native Hawaiian and Other Pacific Islander alone,16
2055,Washington Parish,2018,Native Hawaiian and Other Pacific Islander alone,20
2056,Washington Parish,2019,Native Hawaiian and Other Pacific Islander alone,22
2057,Washington Parish,2020,Native Hawaiian and Other Pacific Islander alone,18
2058,West Baton Rouge Parish,2000,Native Hawaiian and Other Pacific Islander alone,10
2059,West Baton Rouge Parish,2001,Native Hawaiian and Other Pacific Islander alone,10
2060,West Baton Rouge Parish,2002,Native Hawaiian and Other Pacific Islander alone,8
2061,West Baton Rouge Parish,2003,Native Hawaiian and Other Pacific Islander alone,20
2062,West Baton Rouge Parish,2004,Native Hawaiian and Other Pacific Islander alone,22
2063,West Baton Rouge Parish,2005,Native Hawaiian and Other Pacific Islander alone,16
2064,West Baton Rouge Parish,2006,Native Hawaiian and Other Pacific Islander alone,16
2065,West Baton Rouge Parish,2007,Native Hawaiian and Other Pacific Islander alone,12
2066,West Baton Rouge Parish,2008,Native Hawaiian and Other Pacific Islander alone,16
2067,West Baton Rouge Parish,2009,Native Hawaiian and Other Pacific Islander alone,24
2068,West Baton Rouge Parish,2010,Native Hawaiian and Other Pacific Islander alone,30
2069,West Baton Rouge Parish,2011,Native Hawaiian and Other Pacific Islander alone,30
2070,West Baton Rouge Parish,2012,Native Hawaiian and Other Pacific Islander alone,30
2071,West Baton Rouge Parish,2013,Native Hawaiian and Other Pacific Islander alone,30
2072,West Baton Rouge Parish,2014,Native Hawaiian and Other Pacific Islander alone,30
2073,West Baton Rouge Parish,2015,Native Hawaiian and Other Pacific Islander alone,30
2074,West Baton Rouge Parish,2016,Native Hawaiian and Other Pacific Islander alone,32
2075,West Baton Rouge Parish,2017,Native Hawaiian and Other Pacific Islander alone,32
2076,West Baton Rouge Parish,2018,Native Hawaiian and Other Pacific Islander alone,32
2077,West Baton Rouge Parish,2019,Native Hawaiian and Other Pacific Islander alone,32
2078,West Baton Rouge Parish,2020,Native Hawaiian and Other Pacific Islander alone,32
2079,West Feliciana Parish,2000,Native Hawaiian and Other Pacific Islander alone,6
2080,West Feliciana Parish,2001,Native Hawaiian and Other Pacific Islander alone,4
2081,West Feliciana Parish,2002,Native Hawaiian and Other Pacific Islander alone,6
2082,West Feliciana Parish,2003,Native Hawaiian and Other Pacific Islander alone,4
2083,West Feliciana Parish,2004,Native Hawaiian and Other Pacific Islander alone,4
2084,West Feliciana Parish,2005,Native Hawaiian and Other Pacific Islander alone,2
2085,West Feliciana Parish,2006,Native Hawaiian and Other Pacific Islander alone,4
2086,West Feliciana Parish,2007,Native Hawaiian and Other Pacific Islander alone,4
2087,West Feliciana Parish,2008,Native Hawaiian and Other Pacific Islander alone,2
2088,West Feliciana Parish,2009,Native Hawaiian and Other Pacific Islander alone,6
2089,West Feliciana Parish,2010,Native Hawaiian and Other Pacific Islander alone,6
2090,West Feliciana Parish,2011,Native Hawaiian and Other Pacific Islander alone,6
2091,West Feliciana Parish,2012,Native Hawaiian and Other Pacific Islander alone,14
2092,West Feliciana Parish,2013,Native Hawaiian and Other Pacific Islander alone,14
2093,West Feliciana Parish,2014,Native Hawaiian and Other Pacific Islander alone,14
2094,West Feliciana Parish,2015,Native Hawaiian and Other Pacific Islander alone,18
2095,West Feliciana Parish,2016,Native Hawaiian and Other Pacific Islander alone,12
2096,West Feliciana Parish,2017,Native Hawaiian and Other Pacific Islander alone,12
2097,West Feliciana Parish,2018,Native Hawaiian and Other Pacific Islander alone,12
2098,West Feliciana Parish,2019,Native Hawaiian and Other Pacific Islander alone,14
2099,West Feliciana Parish,2020,Native Hawaiian and Other Pacific Islander alone,14
2100,Ascension Parish,2000,Hispanic or Latino,3812
2101,Ascension Parish,2001,Hispanic or Latino,4298
2102,Ascension Parish,2002,Hispanic or Latino,4996
2103,Ascension Parish,2003,Hispanic or Latino,5394
2104,Ascension Parish,2004,Hispanic or Latino,5852
2105,Ascension Parish,2005,Hispanic or Latino,6732
2106,Ascension Parish,2006,Hispanic or Latino,7476
2107,Ascension Parish,2007,Hispanic or Latino,8286
2108,Ascension Parish,2008,Hispanic or Latino,8906
2109,Ascension Parish,2009,Hispanic or Latino,9574
2110,Ascension Parish,2010,Hispanic or Latino,10148
2111,Ascension Parish,2011,Hispanic or Latino,10522
2112,Ascension Parish,2012,Hispanic or Latino,10860
2113,Ascension Parish,2013,Hispanic or Latino,11506
2114,Ascension Parish,2014,Hispanic or Latino,12042
2115,Ascension Parish,2015,Hispanic or Latino,12490
2116,Ascension Parish,2016,Hispanic or Latino,13090
2117,Ascension Parish,2017,Hispanic or Latino,13738
2118,Ascension Parish,2018,Hispanic or Latino,14296
2119,Ascension Parish,2019,Hispanic or Latino,15140
2120,Ascension Parish,2020,Hispanic or Latino,15878
2121,Caddo Parish,2000,Hispanic or Latino,7474
2122,Caddo Parish,2001,Hispanic or Latino,7904
2123,Caddo Parish,2002,Hispanic or Latino,8522
2124,Caddo Parish,2003,Hispanic or Latino,8824
2125,Caddo Parish,2004,Hispanic or Latino,9442
2126,Caddo Parish,2005,Hispanic or Latino,9894
2127,Caddo Parish,2006,Hispanic or Latino,10176
2128,Caddo Parish,2007,Hispanic or Latino,10752
2129,Caddo Parish,2008,Hispanic or Latino,10972
2130,Caddo Parish,2009,Hispanic or Latino,11584
2131,Caddo Parish,2010,Hispanic or Latino,12488
2132,Caddo Parish,2011,Hispanic or Latino,12922
2133,Caddo Parish,2012,Hispanic or Latino,13284
2134,Caddo Parish,2013,Hispanic or Latino,13468
2135,Caddo Parish,2014,Hispanic or Latino,13422
2136,Caddo Parish,2015,Hispanic or Latino,13836
2137,Caddo Parish,2016,Hispanic or Latino,13858
2138,Caddo Parish,2017,Hispanic or Latino,13802
2139,Caddo Parish,2018,Hispanic or Latino,13812
2140,Caddo Parish,2019,Hispanic or Latino,13794
2141,Caddo Parish,2020,Hispanic or Latino,14142
2142,East Baton Rouge Parish,2000,Hispanic or Latino,15054
2143,East Baton Rouge Parish,2001,Hispanic or Latino,16468
2144,East Baton Rouge Parish,2002,Hispanic or Latino,17692
2145,East Baton Rouge Parish,2003,Hispanic or Latino,19160
2146,East Baton Rouge Parish,2004,Hispanic or Latino,20970
2147,East Baton Rouge Parish,2005,Hispanic or Latino,22306
2148,East Baton Rouge Parish,2006,Hispanic or Latino,24500
2149,East Baton Rouge Parish,2007,Hispanic or Latino,26222
2150,East Baton Rouge Parish,2008,Hispanic or Latino,28112
2151,East Baton Rouge Parish,2009,Hispanic or Latino,30482
2152,East Baton Rouge Parish,2010,Hispanic or Latino,32706
2153,East Baton Rouge Parish,2011,Hispanic or Latino,32510
2154,East Baton Rouge Parish,2012,Hispanic or Latino,32962
2155,East Baton Rouge Parish,2013,Hispanic or Latino,33544
2156,East Baton Rouge Parish,2014,Hispanic or Latino,33766
2157,East Baton Rouge Parish,2015,Hispanic or Latino,34960
2158,East Baton Rouge Parish,2016,Hispanic or Latino,36320
2159,East Baton Rouge Parish,2017,Hispanic or Latino,36758
2160,East Baton Rouge Parish,2018,Hispanic or Latino,37596
2161,East Baton Rouge Parish,2019,Hispanic or Latino,38778
2162,East Baton Rouge Parish,2020,Hispanic or Latino,39508
2163,East Feliciana Parish,2000,Hispanic or Latino,314
2164,East Feliciana Parish,2001,Hispanic or Latino,320
2165,East Feliciana Parish,2002,Hispanic or Latino,330
2166,East Feliciana Parish,2003,Hispanic or Latino,326
2167,East Feliciana Parish,2004,Hispanic or Latino,322
2168,East Feliciana Parish,2005,Hispanic or Latino,348
2169,East Feliciana Parish,2006,Hispanic or Latino,390
2170,East Feliciana Parish,2007,Hispanic or Latino,398
2171,East Feliciana Parish,2008,Hispanic or Latino,400
2172,East Feliciana Parish,2009,Hispanic or Latino,424
2173,East Feliciana Parish,2010,Hispanic or Latino,428
2174,East Feliciana Parish,2011,Hispanic or Latino,480
2175,East Feliciana Parish,2012,Hispanic or Latino,522
2176,East Feliciana Parish,2013,Hispanic or Latino,502
2177,East Feliciana Parish,2014,Hispanic or Latino,598
2178,East Feliciana Parish,2015,Hispanic or Latino,612
2179,East Feliciana Parish,2016,Hispanic or Latino,640
2180,East Feliciana Parish,2017,Hispanic or Latino,634
2181,East Feliciana Parish,2018,Hispanic or Latino,640
2182,East Feliciana Parish,2019,Hispanic or Latino,670
2183,East Feliciana Parish,2020,Hispanic or Latino,676
2184,Iberville Parish,2000,Hispanic or Latino,686
2185,Iberville Parish,2001,Hispanic or Latino,766
2186,Iberville Parish,2002,Hispanic or Latino,796
2187,Iberville Parish,2003,Hispanic or Latino,914
2188,Iberville Parish,2004,Hispanic or Latino,948
2189,Iberville Parish,2005,Hispanic or Latino,1050
2190,Iberville Parish,2006,Hispanic or Latino,1188
2191,Iberville Parish,2007,Hispanic or Latino,1200
2192,Iberville Parish,2008,Hispanic or Latino,1256
2193,Iberville Parish,2009,Hispanic or Latino,1330
2194,Iberville Parish,2010,Hispanic or Latino,1362
2195,Iberville Parish,2011,Hispanic or Latino,1448
2196,Iberville Parish,2012,Hispanic or Latino,1552
2197,Iberville Parish,2013,Hispanic or Latino,1602
2198,Iberville Parish,2014,Hispanic or Latino,1642
2199,Iberville Parish,2015,Hispanic or Latino,1654
2200,Iberville Parish,2016,Hispanic or Latino,1626
2201,Iberville Parish,2017,Hispanic or Latino,1704
2202,Iberville Parish,2018,Hispanic or Latino,1776
2203,Iberville Parish,2019,Hispanic or Latino,1832
2204,Iberville Parish,2020,Hispanic or Latino,1934
2205,Jefferson Parish,2000,Hispanic or Latino,65838
2206,Jefferson Parish,2001,Hispanic or Latino,68500
2207,Jefferson Parish,2002,Hispanic or Latino,72048
2208,Jefferson Parish,2003,Hispanic or Latino,75622
2209,Jefferson Parish,2004,Hispanic or Latino,80250
2210,Jefferson Parish,2005,Hispanic or Latino,84254
2211,Jefferson Parish,2006,Hispanic or Latino,81120
2212,Jefferson Parish,2007,Hispanic or Latino,89832
2213,Jefferson Parish,2008,Hispanic or Latino,95902
2214,Jefferson Parish,2009,Hispanic or Latino,102616
2215,Jefferson Parish,2010,Hispanic or Latino,107930
2216,Jefferson Parish,2011,Hispanic or Latino,112192
2217,Jefferson Parish,2012,Hispanic or Latino,114196
2218,Jefferson Parish,2013,Hispanic or Latino,116576
2219,Jefferson Parish,2014,Hispanic or Latino,118864
2220,Jefferson Parish,2015,Hispanic or Latino,121630
2221,Jefferson Parish,2016,Hispanic or Latino,124342
2222,Jefferson Parish,2017,Hispanic or Latino,125934
2223,Jefferson Parish,2018,Hispanic or Latino,127280
2224,Jefferson Parish,2019,Hispanic or Latino,129460
2225,Jefferson Parish,2020,Hispanic or Latino,130108
2226,Livingston Parish,2000,Hispanic or Latino,2056
2227,Livingston Parish,2001,Hispanic or Latino,2512
2228,Livingston Parish,2002,Hispanic or Latino,2924
2229,Livingston Parish,2003,Hispanic or Latino,3324
2230,Livingston Parish,2004,Hispanic or Latino,3836
2231,Livingston Parish,2005,Hispanic or Latino,4254
2232,Livingston Parish,2006,Hispanic or Latino,4976
2233,Livingston Parish,2007,Hispanic or Latino,5822
2234,Livingston Parish,2008,Hispanic or Latino,6754
2235,Livingston Parish,2009,Hispanic or Latino,7342
2236,Livingston Parish,2010,Hispanic or Latino,7668
2237,Livingston Parish,2011,Hispanic or Latino,7916
2238,Livingston Parish,2012,Hispanic or Latino,8196
2239,Livingston Parish,2013,Hispanic or Latino,8744
2240,Livingston Parish,2014,Hispanic or Latino,9016
2241,Livingston Parish,2015,Hispanic or Latino,9376
2242,Livingston Parish,2016,Hispanic or Latino,10086
2243,Livingston Parish,2017,Hispanic or Latino,10248
2244,Livingston Parish,2018,Hispanic or Latino,11042
2245,Livingston Parish,2019,Hispanic or Latino,11684
2246,Livingston Parish,2020,Hispanic or Latino,12570
2247,Orleans Parish,2000,Hispanic or Latino,30230
2248,Orleans Parish,2001,Hispanic or Latino,31112
2249,Orleans Parish,2002,Hispanic or Latino,32194
2250,Orleans Parish,2003,Hispanic or Latino,33026
2251,Orleans Parish,2004,Hispanic or Latino,33650
2252,Orleans Parish,2005,Hispanic or Latino,34596
2253,Orleans Parish,2006,Hispanic or Latino,22292
2254,Orleans Parish,2007,Hispanic or Latino,26446
2255,Orleans Parish,2008,Hispanic or Latino,30474
2256,Orleans Parish,2009,Hispanic or Latino,33724
2257,Orleans Parish,2010,Hispanic or Latino,36470
2258,Orleans Parish,2011,Hispanic or Latino,37912
2259,Orleans Parish,2012,Hispanic or Latino,39040
2260,Orleans Parish,2013,Hispanic or Latino,40820
2261,Orleans Parish,2014,Hispanic or Latino,41170
2262,Orleans Parish,2015,Hispanic or Latino,42024
2263,Orleans Parish,2016,Hispanic or Latino,42488
2264,Orleans Parish,2017,Hispanic or Latino,42586
2265,Orleans Parish,2018,Hispanic or Latino,43102
2266,Orleans Parish,2019,Hispanic or Latino,42974
2267,Orleans Parish,2020,Hispanic or Latino,43328
2268,Plaquemines Parish,2000,Hispanic or Latino,868
2269,Plaquemines Parish,2001,Hispanic or Latino,1116
2270,Plaquemines Parish,2002,Hispanic or Latino,1232
2271,Plaquemines Parish,2003,Hispanic or Latino,1450
2272,Plaquemines Parish,2004,Hispanic or Latino,1678
2273,Plaquemines Parish,2005,Hispanic or Latino,1832
2274,Plaquemines Parish,2006,Hispanic or Latino,1622
2275,Plaquemines Parish,2007,Hispanic or Latino,1694
2276,Plaquemines Parish,2008,Hispanic or Latino,1906
2277,Plaquemines Parish,2009,Hispanic or Latino,2114
2278,Plaquemines Parish,2010,Hispanic or Latino,2162
2279,Plaquemines Parish,2011,Hispanic or Latino,2418
2280,Plaquemines Parish,2012,Hispanic or Latino,2644
2281,Plaquemines Parish,2013,Hispanic or Latino,2806
2282,Plaquemines Parish,2014,Hispanic or Latino,2942
2283,Plaquemines Parish,2015,Hispanic or Latino,3200
2284,Plaquemines Parish,2016,Hispanic or Latino,3238
2285,Plaquemines Parish,2017,Hispanic or Latino,3426
2286,Plaquemines Parish,2018,Hispanic or Latino,3650
2287,Plaquemines Parish,2019,Hispanic or Latino,3726
2288,Plaquemines Parish,2020,Hispanic or Latino,3758
2289,Pointe Coupee Parish,2000,Hispanic or Latino,490
2290,Pointe Coupee Parish,2001,Hispanic or Latino,562
2291,Pointe Coupee Parish,2002,Hispanic or Latino,608
2292,Pointe Coupee Parish,2003,Hispanic or Latino,642
2293,Pointe Coupee Parish,2004,Hispanic or Latino,682
2294,Pointe Coupee Parish,2005,Hispanic or Latino,724
2295,Pointe Coupee Parish,2006,Hispanic or Latino,760
2296,Pointe Coupee Parish,2007,Hispanic or Latino,796
2297,Pointe Coupee Parish,2008,Hispanic or Latino,834
2298,Pointe Coupee Parish,2009,Hispanic or Latino,922
2299,Pointe Coupee Parish,2010,Hispanic or Latino,1006
2300,Pointe Coupee Parish,2011,Hispanic or Latino,1064
2301,Pointe Coupee Parish,2012,Hispanic or Latino,1018
2302,Pointe Coupee Parish,2013,Hispanic or Latino,1006
2303,Pointe Coupee Parish,2014,Hispanic or Latino,1022
2304,Pointe Coupee Parish,2015,Hispanic or Latino,1040
2305,Pointe Coupee Parish,2016,Hispanic or Latino,1128
2306,Pointe Coupee Parish,2017,Hispanic or Latino,1184
2307,Pointe Coupee Parish,2018,Hispanic or Latino,1174
2308,Pointe Coupee Parish,2019,Hispanic or Latino,1270
2309,Pointe Coupee Parish,2020,Hispanic or Latino,1344
2310,St. Bernard Parish,2000,Hispanic or Latino,6870
2311,St. Bernard Parish,2001,Hispanic or Latino,6938
2312,St. Bernard Parish,2002,Hispanic or Latino,6964
2313,St. Bernard Parish,2003,Hispanic or Latino,7302
2314,St. Bernard Parish,2004,Hispanic or Latino,7556
2315,St. Bernard Parish,2005,Hispanic or Latino,7914
2316,St. Bernard Parish,2006,Hispanic or Latino,3268
2317,St. Bernard Parish,2007,Hispanic or Latino,4508
2318,St. Bernard Parish,2008,Hispanic or Latino,5374
2319,St. Bernard Parish,2009,Hispanic or Latino,6224
2320,St. Bernard Parish,2010,Hispanic or Latino,6760
2321,St. Bernard Parish,2011,Hispanic or Latino,7428
2322,St. Bernard Parish,2012,Hispanic or Latino,7854
2323,St. Bernard Parish,2013,Hispanic or Latino,8314
2324,St. Bernard Parish,2014,Hispanic or Latino,8664
2325,St. Bernard Parish,2015,Hispanic or Latino,9132
2326,St. Bernard Parish,2016,Hispanic or Latino,9066
2327,St. Bernard Parish,2017,Hispanic or Latino,9038
2328,St. Bernard Parish,2018,Hispanic or Latino,9368
2329,St. Bernard Parish,2019,Hispanic or Latino,9726
2330,St. Bernard Parish,2020,Hispanic or Latino,10086
2331,St. Charles Parish,2000,Hispanic or Latino,2696
2332,St. Charles Parish,2001,Hispanic or Latino,2980
2333,St. Charles Parish,2002,Hispanic or Latino,3324
2334,St. Charles Parish,2003,Hispanic or Latino,3542
2335,St. Charles Parish,2004,Hispanic or Latino,3768
2336,St. Charles Parish,2005,Hispanic or Latino,4036
2337,St. Charles Parish,2006,Hispanic or Latino,4472
2338,St. Charles Parish,2007,Hispanic or Latino,4764
2339,St. Charles Parish,2008,Hispanic or Latino,4890
2340,St. Charles Parish,2009,Hispanic or Latino,5070
2341,St. Charles Parish,2010,Hispanic or Latino,5302
2342,St. Charles Parish,2011,Hispanic or Latino,5312
2343,St. Charles Parish,2012,Hispanic or Latino,5542
2344,St. Charles Parish,2013,Hispanic or Latino,5662
2345,St. Charles Parish,2014,Hispanic or Latino,5896
2346,St. Charles Parish,2015,Hispanic or Latino,6126
2347,St. Charles Parish,2016,Hispanic or Latino,6382
2348,St. Charles Parish,2017,Hispanic or Latino,6446
2349,St. Charles Parish,2018,Hispanic or Latino,6562
2350,St. Charles Parish,2019,Hispanic or Latino,6718
2351,St. Charles Parish,2020,Hispanic or Latino,6862
2352,St. Helena Parish,2000,Hispanic or Latino,202
2353,St. Helena Parish,2001,Hispanic or Latino,200
2354,St. Helena Parish,2002,Hispanic or Latino,196
2355,St. Helena Parish,2003,Hispanic or Latino,192
2356,St. Helena Parish,2004,Hispanic or Latino,206
2357,St. Helena Parish,2005,Hispanic or Latino,192
2358,St. Helena Parish,2006,Hispanic or Latino,216
2359,St. Helena Parish,2007,Hispanic or Latino,214
2360,St. Helena Parish,2008,Hispanic or Latino,192
2361,St. Helena Parish,2009,Hispanic or Latino,198
2362,St. Helena Parish,2010,Hispanic or Latino,190
2363,St. Helena Parish,2011,Hispanic or Latino,234
2364,St. Helena Parish,2012,Hispanic or Latino,284
2365,St. Helena Parish,2013,Hispanic or Latino,298
2366,St. Helena Parish,2014,Hispanic or Latino,336
2367,St. Helena Parish,2015,Hispanic or Latino,348
2368,St. Helena Parish,2016,Hispanic or Latino,322
2369,St. Helena Parish,2017,Hispanic or Latino,370
2370,St. Helena Parish,2018,Hispanic or Latino,380
2371,St. Helena Parish,2019,Hispanic or Latino,412
2372,St. Helena Parish,2020,Hispanic or Latino,454
2373,St. James Parish,2000,Hispanic or Latino,260
2374,St. James Parish,2001,Hispanic or Latino,278
2375,St. James Parish,2002,Hispanic or Latino,330
2376,St. James Parish,2003,Hispanic or Latino,358
2377,St. James Parish,2004,Hispanic or Latino,382
2378,St. James Parish,2005,Hispanic or Latino,402
2379,St. James Parish,2006,Hispanic or Latino,420
2380,St. James Parish,2007,Hispanic or Latino,448
2381,St. James Parish,2008,Hispanic or Latino,444
2382,St. James Parish,2009,Hispanic or Latino,522
2383,St. James Parish,2010,Hispanic or Latino,514
2384,St. James Parish,2011,Hispanic or Latino,542
2385,St. James Parish,2012,Hispanic or Latino,580
2386,St. James Parish,2013,Hispanic or Latino,648
2387,St. James Parish,2014,Hispanic or Latino,664
2388,St. James Parish,2015,Hispanic or Latino,632
2389,St. James Parish,2016,Hispanic or Latino,694
2390,St. James Parish,2017,Hispanic or Latino,734
2391,St. James Parish,2018,Hispanic or Latino,726
2392,St. James Parish,2019,Hispanic or Latino,780
2393,St. James Parish,2020,Hispanic or Latino,764
2394,St. John the Baptist Parish,2000,Hispanic or Latino,2456
2395,St. John the Baptist Parish,2001,Hispanic or Latino,2742
2396,St. John the Baptist Parish,2002,Hispanic or Latino,2848
2397,St. John the Baptist Parish,2003,Hispanic or Latino,3038
2398,St. John the Baptist Parish,2004,Hispanic or Latino,3358
2399,St. John the Baptist Parish,2005,Hispanic or Latino,3736
2400,St. John the Baptist Parish,2006,Hispanic or Latino,4092
2401,St. John the Baptist Parish,2007,Hispanic or Latino,4184
2402,St. John the Baptist Parish,2008,Hispanic or Latino,4368
2403,St. John the Baptist Parish,2009,Hispanic or Latino,4324
2404,St. John the Baptist Parish,2010,Hispanic or Latino,4338
2405,St. John the Baptist Parish,2011,Hispanic or Latino,4506
2406,St. John the Baptist Parish,2012,Hispanic or Latino,4512
2407,St. John the Baptist Parish,2013,Hispanic or Latino,4538
2408,St. John the Baptist Parish,2014,Hispanic or Latino,4760
2409,St. John the Baptist Parish,2015,Hispanic or Latino,4922
2410,St. John the Baptist Parish,2016,Hispanic or Latino,5006
2411,St. John the Baptist Parish,2017,Hispanic or Latino,5208
2412,St. John the Baptist Parish,2018,Hispanic or Latino,5430
2413,St. John the Baptist Parish,2019,Hispanic or Latino,5714
2414,St. John the Baptist Parish,2020,Hispanic or Latino,5986
2415,St. Tammany Parish,2000,Hispanic or Latino,9656
2416,St. Tammany Parish,2001,Hispanic or Latino,10498
2417,St. Tammany Parish,2002,Hispanic or Latino,11804
2418,St. Tammany Parish,2003,Hispanic or Latino,12848
2419,St. Tammany Parish,2004,Hispanic or Latino,14170
2420,St. Tammany Parish,2005,Hispanic or Latino,15880
2421,St. Tammany Parish,2006,Hispanic or Latino,17366
2422,St. Tammany Parish,2007,Hispanic or Latino,18664
2423,St. Tammany Parish,2008,Hispanic or Latino,20018
2424,St. Tammany Parish,2009,Hispanic or Latino,20790
2425,St. Tammany Parish,2010,Hispanic or Latino,22248
2426,St. Tammany Parish,2011,Hispanic or Latino,23154
2427,St. Tammany Parish,2012,Hispanic or Latino,23724
2428,St. Tammany Parish,2013,Hispanic or Latino,24524
2429,St. Tammany Parish,2014,Hispanic or Latino,25546
2430,St. Tammany Parish,2015,Hispanic or Latino,26482
2431,St. Tammany Parish,2016,Hispanic or Latino,27650
2432,St. Tammany Parish,2017,Hispanic or Latino,28924
2433,St. Tammany Parish,2018,Hispanic or Latino,29700
2434,St. Tammany Parish,2019,Hispanic or Latino,30966
2435,St. Tammany Parish,2020,Hispanic or Latino,31616
2436,Tangipahoa Parish,2000,Hispanic or Latino,3074
2437,Tangipahoa Parish,2001,Hispanic or Latino,3532
2438,Tangipahoa Parish,2002,Hispanic or Latino,3854
2439,Tangipahoa Parish,2003,Hispanic or Latino,4280
2440,Tangipahoa Parish,2004,Hispanic or Latino,4690
2441,Tangipahoa Parish,2005,Hispanic or Latino,5246
2442,Tangipahoa Parish,2006,Hispanic or Latino,6130
2443,Tangipahoa Parish,2007,Hispanic or Latino,6760
2444,Tangipahoa Parish,2008,Hispanic or Latino,7320
2445,Tangipahoa Parish,2009,Hispanic or Latino,8002
2446,Tangipahoa Parish,2010,Hispanic or Latino,8588
2447,Tangipahoa Parish,2011,Hispanic or Latino,8774
2448,Tangipahoa Parish,2012,Hispanic or Latino,9100
2449,Tangipahoa Parish,2013,Hispanic or Latino,9744
2450,Tangipahoa Parish,2014,Hispanic or Latino,9990
2451,Tangipahoa Parish,2015,Hispanic or Latino,10420
2452,Tangipahoa Parish,2016,Hispanic or Latino,11062
2453,Tangipahoa Parish,2017,Hispanic or Latino,11366
2454,Tangipahoa Parish,2018,Hispanic or Latino,11516
2455,Tangipahoa Parish,2019,Hispanic or Latino,11866
2456,Tangipahoa Parish,2020,Hispanic or Latino,12486
2457,Washington Parish,2000,Hispanic or Latino,668
2458,Washington Parish,2001,Hispanic or Latino,870
2459,Washington Parish,2002,Hispanic or Latino,930
2460,Washington Parish,2003,Hispanic or Latino,1006
2461,Washington Parish,2004,Hispanic or Latino,1110
2462,Washington Parish,2005,Hispanic or Latino,1202
2463,Washington Parish,2006,Hispanic or Latino,1290
2464,Washington Parish,2007,Hispanic or Latino,1394
2465,Washington Parish,2008,Hispanic or Latino,1540
2466,Washington Parish,2009,Hispanic or Latino,1730
2467,Washington Parish,2010,Hispanic or Latino,1776
2468,Washington Parish,2011,Hispanic or Latino,1864
2469,Washington Parish,2012,Hispanic or Latino,1856
2470,Washington Parish,2013,Hispanic or Latino,1852
2471,Washington Parish,2014,Hispanic or Latino,1872
2472,Washington Parish,2015,Hispanic or Latino,1930
2473,Washington Parish,2016,Hispanic or Latino,1974
2474,Washington Parish,2017,Hispanic or Latino,2118
2475,Washington Parish,2018,Hispanic or Latino,2270
2476,Washington Parish,2019,Hispanic or Latino,2280
2477,Washington Parish,2020,Hispanic or Latino,2426
2478,West Baton Rouge Parish,2000,Hispanic or Latino,624
2479,West Baton Rouge Parish,2001,Hispanic or Latino,726
